X,Y,GID,STANDORT,EINHEIT_OD,MESSW_ODL,LON,LAT,PETROGRAPH
12.195797079789271,49.587936342522205,126,MP68/BY4/Rattenberg,nSvh-1,83.500000000,730966.0,5497724.0,Paragneis
11.911243607450004,49.703488625406216,127,MP48/BY15/Grafenw”hr,nSvh-1,77.400000000,709906.0,5509733.0,SandsteinSchluffsteinTonstein
12.462435227310776,49.81154073913089,128,MP67/BY3/B„rnau,nSvh-1,67.600000000,749086.0,5523430.0,Paragneis
12.14602323353604,49.7275997303513,129,MP1/BY15/Sáenlohe,nSvh-1,64.700000000,726719.0,5513096.0,TonsteinmitLagenvonSteinmergelundGips
12.017768782117637,49.58401959451664,130,MP73/BY4/Kohlberg,nSvh-1,68.800000000,718119.0,5496757.0,SandsteinTonstein
12.00913980489337,49.75226455722476,131,MP3/BY15/Pfaffenreuth,nSvh-1,54.800000000,716746.0,5515433.0,Sandstein-Tonstein-WechsellagenmitdolomitischenEinlagerungen
11.776705128724236,49.8135162827076,132,MP42/BY13/Oberbibrach,nSvh-1,90.600000000,699754.0,5521596.0,Sandstein-Tonstein-WechsellagenmitdolomitischenEinlagerungen
12.507206662453434,49.6447605840123,133,MP39/BY4/Waidhaus,nSvh-1,109.50000000,753173.0,5505043.0,Granit
12.486684657041303,49.873972514666676,134,MP84/BY3/Griesbach,nSvh-1,78.500000000,750507.0,5530450.0,
12.05917947987637,49.93260024471439,135,MP41/BY3/Gef„llmhle,nSvh-1,79.300000000,719531.0,5535624.0,Phyllit
12.33416229379497,49.765004423297135,136,MP35/BY4/Dreih”f,nSvh-1,103.70000000,740090.0,5517839.0,GranitGranodiorit
12.209248678301364,49.72793289736479,137,MP7/BY15/St”rnstein,nSvh-1,125.40000000,731273.0,5513326.0,Glimmerschiefer
12.135228261144231,49.85839757203722,138,MP60/BY3/Escheldorf,nSvh-1,92.200000000,725333.0,5527602.0,DioritRedwitzit
12.090178341049478,49.77567073956378,139,MP13/BY4/Khberg,nSvh-1,57.700000000,722475.0,5518272.0,
12.145749232716085,49.91041811263077,140,MP55/BY3/Gttern,nSvh-1,92.300000000,725846.0,5533416.0,Granit
12.208629605461857,49.771962249067016,141,MP33/BY4/Rotzendorf,nSvh-1,86.200000000,731019.0,5518218.0,DioritRedwitzit
12.062099728811976,49.72649495502028,142,MP9/BY4/Parkstein,nSvh-1,83.600000000,720677.0,5512723.0,SandTon;gelegentlichKonglomerat
11.845163063123094,49.80833715066362,143,MP2/BY4/Scheckenhof,nSvh-1,77.100000000,704700.0,5521205.0,Sandstein-Tonstein-WechsellagenmitdolomitischenEinlagerungen
12.20711267415311,49.546308993652005,144,MP66/BY4/Prgelhof,nSvh-1,79.900000000,731981.0,5493132.0,Granit
12.226849947399836,49.68822621034674,145,MP30/BY4/Theisseil,nSvh-1,52.900000000,732731.0,5508967.0,mikrogranitoidesGanggestein
12.064827731935683,49.78011420723449,146,MP4/BY15/Glasern,nSvh-1,59.200000000,720630.0,5518691.0,SandTon;gelegentlichKonglomerat
11.93771083230067,49.75680725299577,147,MP45/BY15/Pressath,nSvh-1,73.700000000,711582.0,5515734.0,SandKies
12.228539114859377,49.689231717700586,148,MP10/BY15/Theisseil,nSvh-1,61.400000000,732848.0,5509084.0,mikrogranitoidesGanggestein
12.42362207678929,49.717838963159636,149,MP37/BY4/Georgenberg,nSvh-1,45.900000000,746770.0,5512887.0,Glimmerschiefer
12.225975637194,50.00918940809616,150,MP36/BY3/Konnersreuth,nSvh-1,74.100000000,731131.0,5544640.0,Granit
12.343768490420274,49.54712426913092,151,MP63/BY4/Kleinschwand,nSvh-1,100.70000000,741860.0,5493653.0,Paragneis
11.712387591885363,49.7681710376064,152,MP7/BY4/W”lkersdorf,nSvh-1,45.500000000,695310.0,5516386.0,TonTonmergelsteinKalksandsteinMergelsteinoolithischerKalkstein;Eisenerz-Fl�ze
12.278234868632422,49.75830691856522,153,MP61/BY3/Schlattein,nSvh-1,70.300000000,736096.0,5516917.0,Glimmerschiefer
12.472380666452636,49.86728564279485,154,MP15/BY19/Griesbach,nSvh-1,73.700000000,749514.0,5529659.0,
11.895674976614062,49.937583850500154,155,MP48/BY11/Grnberg,nSvh-1,75.900000000,707778.0,5535711.0,Phyllit
11.726905130026326,49.75437186153994,156,MP40/BY15/Kirchenthumbach,nSvh-1,60.600000000,696411.0,5514890.0,KalksteinMergelsteinDolomitsteinTonstein
12.516991003976445,49.922000235362646,157,MP14/BY19/M„hring,nSvh-1,92.400000000,752433.0,5535890.0,Glimmerschiefer
11.823774428209706,49.74129911780262,158,MP44/BY15/Apfelbach,nSvh-1,116.70000000,703442.0,5513695.0,SandsteinSchluffsteinTonstein
12.26059742626066,49.77175158006035,159,MP62/BY3/Wildenau,nSvh-1,100.90000000,734761.0,5518356.0,Granit
11.998787300411056,49.9545553480151,160,MP42/BY3/H”ll,nSvh-1,72.800000000,715100.0,5537889.0,Glimmerschiefer
11.93275635322519,49.718887114735885,161,MP16/BY4/Grafenw”hr,nSvh-1,88.000000000,711390.0,5511505.0,KalksteinMergelsteinDolomitsteinTonstein
12.444786882742244,49.98732831981673,162,MP77/BY3/Neualbenreuth,nSvh-1,57.100000000,746917.0,5542910.0,Phyllit
12.361039335108753,49.74032201649682,163,MP36/BY4/Flossenbrg,nSvh-1,89.400000000,742148.0,5515182.0,GranitGranodiorit
11.819517949861735,49.84136849463848,164,MP1/BY4/Firkenhof,nSvh-1,93.800000000,702717.0,5524807.0,Sandstein-Tonstein-WechsellagenmitdolomitischenEinlagerungen
11.933785093864563,49.863729052639194,165,MP50/BY3/Sch”nreuth,nSvh-1,76.600000000,710834.0,5527608.0,TonsteinmitLagenvonSteinmergelundGips
12.323887376382064,49.68119632746087,166,MP9/BY15/Lennesrieth,nSvh-1,94.600000000,739763.0,5508491.0,Paragneis
12.357177267530956,49.58595429919139,167,MP62/BY4/K”áing,nSvh-1,81.700000000,742637.0,5498012.0,Paragneis
12.346892087842324,49.95627909776831,168,MP74/BY3/Kornmhle,nSvh-1,88.000000000,740056.0,5539140.0,Glimmerschiefer
12.28779743576301,50.03626852164039,169,MP22/BY11/Mnchenreuth,nSvh-1,78.200000000,735427.0,5547843.0,Phyllit
12.41689082920575,49.943808639344006,170,MP76/BY3/Waldh„usl,nSvh-1,67.500000000,745139.0,5537981.0,Glimmerschiefer
12.283630204814884,49.64244445610557,171,MP45/BY4/Waldau,nSvh-1,103.40000000,737048.0,5504056.0,Granit
12.325452162573594,49.79013147528335,172,MP70/BY3/Rothhof,nSvh-1,152.10000000,739339.0,5520604.0,Granit
12.414123882489513,49.81098730058146,173,MP66/BY3/Haidhof,nSvh-1,75.800000000,745614.0,5523209.0,Paragneis
12.27782745132036,50.00433406158832,174,MP37/BY3/Netzstahl,nSvh-1,85.400000000,734869.0,5544262.0,Orthogneis:granitischgranodioritisch
12.197787165770242,49.90481002235769,175,MP57/BY3/Leugas,nSvh-1,81.100000000,729608.0,5532951.0,KiesSandTon
11.954492334472173,49.90883175758517,176,MP20/BY19/Oberwappen”st,nSvh-1,70.000000000,712124.0,5532680.0,Glimmerschiefer
12.408642313244659,49.631152914539,177,MP13/BY15/Pleystein,nSvh-1,83.400000000,746128.0,5503203.0,Paragneis
12.224913094939664,49.949535888003,178,MP58/BY3/Mitterteich,nSvh-1,71.700000000,731341.0,5538006.0,AlkalibasaltBasanitTephritNephelinitTholeyitbasaltOlivinbasaltAndesit
12.29543421171651,49.68610398513856,179,MP43/BY4/Schammesrieth,nSvh-1,106.70000000,737687.0,5508946.0,Granit
12.213471000225226,49.62940817150679,180,MP46/BY4/Irchenrieth,nSvh-1,68.800000000,732046.0,5502388.0,SchiefertonSandsteinKonglomeratKohlePorphyrbreccieTuff
12.421418551256616,49.58439488730516,181,MP23/BY15/Moosbach,nSvh-1,78.300000000,747287.0,5498048.0,Paragneis
