X,Y,GID,HAUSART,BAUWEISE,AVG_MW,MIN_MW,MAX_MW,MESSW_1G,MESSW_EG,MESSW_KE,LON,LAT,PETROGRAPH
12.33221723868423,49.53303538226701,544,Einfamilienhaus,Massivhaus,38.500000000,33.000000000,44.000000000,0.0000000000,33.000000000,44.000000000,741094.0,5492050.0,Paragneis
12.228068917576051,49.69197088623195,545,Doppelhaush„lfte,Massivhaus,,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,732801.0,5509387.0,mikrogranitoidesGanggestein
12.241371109017498,49.676169313128256,546,Einfamilienhaus,Massivhaus,151.00000000,46.000000000,256.00000000,0.0000000000,46.000000000,256.00000000,733836.0,5507672.0,Glimmerschiefer
12.23122872120214,49.690056317253045,547,Einfamilienhaus,Holzhaus,50.500000000,27.000000000,74.000000000,0.0000000000,27.000000000,74.000000000,733038.0,5509184.0,Glimmerschiefer
12.242030329439576,49.67795021922424,548,Einfamilienhaus,Massivhaus,276.00000000,70.000000000,482.00000000,0.0000000000,70.000000000,482.00000000,733875.0,5507872.0,Glimmerschiefer
12.229877496626019,49.6893383111601,549,Einfamilienhaus,Massivhaus,29.000000000,19.000000000,39.000000000,0.0000000000,19.000000000,39.000000000,732944.0,5509100.0,Glimmerschiefer
11.917589360208591,49.80142512787814,550,Mehrfamilienhaus,Massivhaus,67.000000000,67.000000000,67.000000000,0.0000000000,67.000000000,0.0000000000,709940.0,5520637.0,Sandstein-Tonstein-WechsellagenmitdolomitischenEinlagerungen
11.88961381266296,49.78048157798378,551,Mehrfamilienhaus,Massivhaus,48.000000000,48.000000000,48.000000000,0.0000000000,48.000000000,0.0000000000,708017.0,5518231.0,Sandstein-Tonstein-WechsellagenmitdolomitischenEinlagerungen
11.92937673764078,49.78555488313847,552,Einfamilienhaus,Massivhaus,34.000000000,33.000000000,35.000000000,0.0000000000,35.000000000,33.000000000,710857.0,5518906.0,Sandstein-Tonstein-WechsellagenmitdolomitischenEinlagerungen
12.260896137647467,49.626713175799836,553,Einfamilienhaus,Massivhaus,49.000000000,38.000000000,60.000000000,0.0000000000,38.000000000,60.000000000,735483.0,5502236.0,
12.144463604038249,49.927051538057846,554,Einfamilienhaus,Massivhaus,210.50000000,115.00000000,306.00000000,0.0000000000,115.00000000,306.00000000,725676.0,5535261.0,Phyllit
11.981739611979773,49.91853344972779,555,Einfamilienhaus,Massivhaus,253.50000000,90.000000000,417.00000000,0.0000000000,90.000000000,417.00000000,714037.0,5533836.0,Glimmerschiefer
12.244807116837995,49.95841795138389,556,Mehrfamilienhaus,Massivhaus,38.500000000,36.000000000,41.000000000,36.000000000,0.0000000000,41.000000000,732725.0,5539055.0,KiesSandTon
12.137571013461523,49.860619251979855,557,Einfamilienhaus,Massivhaus,127.50000000,58.000000000,197.00000000,0.0000000000,58.000000000,197.00000000,725491.0,5527856.0,DioritRedwitzit
12.22108707471453,49.972835434951165,558,Einfamilienhaus,Massivhaus,42.500000000,41.000000000,44.000000000,0.0000000000,41.000000000,44.000000000,730955.0,5540584.0,AlkalibasaltBasanitTephritNephelinitTholeyitbasaltOlivinbasaltAndesit
12.435103191918644,49.812157080548694,559,Einfamilienhaus,Massivhaus,150.00000000,66.000000000,234.00000000,0.0000000000,66.000000000,234.00000000,747117.0,5523408.0,Paragneis
12.34179666191099,49.88773569088484,560,Einfamilienhaus,Massivhaus,36.000000000,36.000000000,36.000000000,0.0000000000,36.000000000,36.000000000,740031.0,5531505.0,Glimmerschiefer
12.341122645730609,49.88825895797727,561,Einfamilienhaus,Massivhaus,36.000000000,36.000000000,36.000000000,0.0000000000,36.000000000,36.000000000,739980.0,5531561.0,Glimmerschiefer
12.34217957989834,49.8876346738746,562,Einfamilienhaus,Massivhaus,36.000000000,36.000000000,36.000000000,0.0000000000,36.000000000,36.000000000,740059.0,5531495.0,Glimmerschiefer
12.342990874856323,49.88849294923849,563,Einfamilienhaus,Massivhaus,36.000000000,36.000000000,36.000000000,0.0000000000,36.000000000,36.000000000,740113.0,5531593.0,Glimmerschiefer
12.24057404300762,49.94356606195239,564,Mehrfamilienhaus,Fertighaus,290.00000000,66.000000000,514.00000000,0.0000000000,66.000000000,514.00000000,732493.0,5537391.0,KiesSandTon
12.254852659506362,49.73619584774053,565,Einfamilienhaus,Massivhaus,41.000000000,38.000000000,44.000000000,0.0000000000,38.000000000,44.000000000,734519.0,5514386.0,Granit
12.227868246749885,49.85776893800152,566,Mehrfamilienhaus,Massivhaus,276.00000000,99.000000000,453.00000000,0.0000000000,99.000000000,453.00000000,731993.0,5527815.0,Granit
12.329324241742249,49.62317996713779,567,Einfamilienhaus,Massivhaus,42.000000000,38.000000000,46.000000000,0.0000000000,38.000000000,46.000000000,740441.0,5502060.0,
12.329877888974895,49.60652841203568,568,Einfamilienhaus,Massivhaus,30.500000000,25.000000000,36.000000000,0.0000000000,36.000000000,25.000000000,740563.0,5500211.0,Paragneis
12.349923472233177,49.57542210448239,569,Einfamilienhaus,Massivhaus,177.50000000,52.000000000,303.00000000,52.000000000,303.00000000,0.0000000000,742165.0,5496818.0,Paragneis
12.318681045094982,49.60698526605188,570,Sonstige,Massivhaus,36.000000000,22.000000000,50.000000000,22.000000000,0.0000000000,50.000000000,739752.0,5500226.0,
12.335199957802825,49.62140917426591,571,Einfamilienhaus,Massivhaus,76.000000000,43.000000000,109.00000000,0.0000000000,43.000000000,109.00000000,740874.0,5501882.0,
12.328774852369227,49.622637963937095,572,Einfamilienhaus,Fertighaus,16.000000000,16.000000000,16.000000000,0.0000000000,16.000000000,0.0000000000,740404.0,5501998.0,
12.343641925040497,49.62273988149717,573,Sonstige,Massivhaus,112.50000000,107.00000000,118.00000000,0.0000000000,107.00000000,118.00000000,741477.0,5502057.0,
12.342522923590195,49.630059877072185,574,Mehrfamilienhaus,Massivhaus,380.00000000,380.00000000,380.00000000,0.0000000000,380.00000000,0.0000000000,741360.0,5502867.0,Paragneis
12.331677820391947,49.62012515218194,575,Einfamilienhaus,Sonstige,66.000000000,36.000000000,96.000000000,0.0000000000,36.000000000,96.000000000,740626.0,5501728.0,
12.339414772805306,49.63402741364248,576,Einfamilienhaus,Fertighaus,37.500000000,28.000000000,47.000000000,0.0000000000,47.000000000,28.000000000,741116.0,5503298.0,Paragneis
12.338147262595168,49.62441013510561,577,Einfamilienhaus,Massivhaus,56.500000000,55.000000000,58.000000000,0.0000000000,55.000000000,58.000000000,741072.0,5502225.0,
12.184935293255812,49.77330036715111,578,Einfamilienhaus,Massivhaus,179.00000000,42.000000000,316.00000000,0.0000000000,42.000000000,316.00000000,729307.0,5518294.0,Granit
12.241532160300812,49.75209824368186,579,Einfamilienhaus,Massivhaus,56.500000000,38.000000000,75.000000000,0.0000000000,38.000000000,75.000000000,733483.0,5516112.0,Granit
12.239448024311468,49.75291232913528,580,Einfamilienhaus,Massivhaus,79.500000000,55.000000000,104.00000000,55.000000000,104.00000000,0.0000000000,733329.0,5516196.0,Granit
12.243174478362958,49.75485924009789,581,Einfamilienhaus,Massivhaus,48.000000000,41.000000000,55.000000000,0.0000000000,55.000000000,41.000000000,733588.0,5516424.0,Granit
